count,time,ch1,ch2,ch3,ch4,s10_matched_angle,s8_matched_angle,main_distance,slove_distance
"[104.19564391555582, 30.6589571854471, 36, '17:56:57']",123709327,78559016,522483549,86381482,107.1,68.5999984741211
"[104.19563126921267, 30.658963581214117, 37, '17:56:59']",108717248,85405135,523432371,89189652,108.72,68.5999984741211
"[104.19563126921267, 30.658963581214117, 38, '17:57:00']",108717248,85405135,523432371,89189652,108.72,68.5999984741211
"[104.19561995271681, 30.6589734978306, 39, '17:57:01']",111403823,91479877,527537309,87153408,109.97,67.95600128173828
"[104.19561995271681, 30.6589734978306, 40, '17:57:02']",111403823,91479877,527537309,87153408,109.97,67.95600128173828
"[104.19560435309009, 30.65898114665223, 41, '17:57:03']",106311055,96106019,517621208,83820509,112.3,67.95600128173828
"[104.19560435309009, 30.65898114665223, 42, '17:57:05']",106311055,96106019,517621208,83820509,112.3,67.95600128173828
"[104.19560435309009, 30.65898114665223, 43, '17:57:06']",111681008,105875875,523312068,81105162,112.3,67.95600128173828
"[104.19561384447948, 30.65895488095967, 44, '17:57:07']",111681008,105875875,523312068,81105162,112.3,71.27999877929688
"[104.19562728531832, 30.658947197961655, 45, '17:57:08']",107328803,104748147,504071278,100002066,110.51,71.27999877929688
"[104.19562728531832, 30.658947197961655, 46, '17:57:09']",107328803,104748147,504071278,100002066,110.51,71.27999877929688
"[104.19560174135015, 30.658961799301572, 47, '17:57:11']",102907889,111720483,387344774,73511466,114.03,71.27999877929688
"[104.19560174135015, 30.658961799301572, 48, '17:57:12']",102907889,111720483,387344774,73511466,114.03,71.27999877929688
"[104.19565598814306, 30.65893079096893, 49, '17:57:13']",117693366,70403787,526054499,81566138,107.1,71.27999877929688
"[104.19565598814306, 30.65893079096893, 50, '17:57:14']",117693366,70403787,526054499,81566138,107.1,71.27999877929688
"[104.19561384447948, 30.65895488095967, 51, '17:57:15']",146842006,120483120,535425763,85684568,112.3,71.27999877929688
"[104.19561384447948, 30.65895488095967, 52, '17:57:17']",146842006,120483120,535425763,85684568,112.3,71.27999877929688
"[104.19561384447948, 30.65895488095967, 53, '17:57:18']",113337816,110189014,524751830,76139779,112.3,71.27999877929688
"[104.19561384447948, 30.65895488095967, 54, '17:57:19']",113337816,110189014,524751830,76139779,112.3,71.27999877929688
"[104.1956037825461, 30.65896063252139, 55, '17:57:20']",110406870,122571271,530638345,75506159,113.73,71.27999877929688
"[104.1956037825461, 30.65896063252139, 56, '17:57:21']",110406870,122571271,530638345,75506159,113.73,71.27999877929688
"[104.1956037825461, 30.65896063252139, 57, '17:57:23']",109923816,120784351,527661206,73973544,113.73,71.27999877929688
"[104.1956037825461, 30.65896063252139, 58, '17:57:24']",109923816,120784351,527661206,73973544,113.73,71.27999877929688
"[104.1956037825461, 30.65896063252139, 59, '17:57:25']",101429109,118278203,532079355,81105995,113.73,71.27999877929688
"[104.1956037825461, 30.65896063252139, 60, '17:57:26']",101429109,118278203,532079355,81105995,113.73,71.27999877929688
"[104.19561254655044, 30.658955622876626, 61, '17:57:27']",115865431,117433920,551554950,77854310,112.48,71.27999877929688
"[104.19561254655044, 30.658955622876626, 62, '17:57:29']",115865431,117433920,551554950,77854310,112.48,71.27999877929688
"[104.1956001249728, 30.658962723248656, 64, '17:57:31']",92437925,114965193,600340025,75617766,114.27,71.27999877929688
"[104.19561384447948, 30.65895488095967, 65, '17:57:32']",119805109,122853973,593501395,90277353,112.3,71.27999877929688
